#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
d5bc61f90f231d15cad051d8195ce9e5	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
2b2bf386df620b1390eab114be138f13	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 
2da430f80af33606482a19870a453ec0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 UBA10353_marine_group	 UBA10353_marine_group	 UBA10353_marine_group	 
7020a3e20871e5df4bb267eb6a5ca4db	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Bradymonadales	 Bradymonadales	 Bradymonadales	 uncultured_marine
a22f2fe9326c31b49ba6f9c70b2de300	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Fluviicola	 
4c77902f6f95e62df654e23ae6a96abe	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Bradymonadales	 Bradymonadales	 Bradymonadales	 uncultured_bacterium
366b9b829af56e184f08fe7f6318ea4f	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
de76dcc8ee215a80a1d07587ff450bbb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Cellvibrionaceae	 uncultured_bacterium
26163cb0a0505475ebe875501a145f34	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Pseudofulvibacter	 uncultured_bacterium
3ce5467ac2bf1a909dc9cd9a51d89ad7	Bacteria	 Proteobacteria	 	 	 	 	 
5d70b610c91159003148e5804720deb5	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
c7a6b71ea356df1808365071516cba4b	Bacteria	 Desulfobacterota	 Desulfobacteria	 Desulfobacterales	 Desulfosarcinaceae	 Sva0081_sediment_group	 
01713ccc75c4bf17a743c3b07ffffe2c	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Coxiellales	 Coxiellaceae	 Coxiella	 uncultured_marine
13ee00f22942fc5dc007eb875a42a9ac	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
ba9225444a01fbc67f282a3ed0ca9a5b	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 uncultured	 uncultured_bacterium
a9e8ed75b5999b37a2a03bfc9e3bc95e	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
ab1eb4bae9d6ab31173d84f5add27b60	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
2b72428ebbcbfc529a8aecf2ea37157c	Bacteria	 Actinobacteriota	 Actinobacteria	 PeM15	 PeM15	 PeM15	 uncultured_bacterium
4663c1f6054169f3f25f862cfd811a31	Bacteria	 	 	 	 	 	 
0a1d1f6033e2b24bb6d6da0149f81d51	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 S25-593	 S25-593	 marine_metagenome
131345e7d6d8a62be6e8c4c8d93ca270	Bacteria	 Planctomycetota	 OM190	 OM190	 OM190	 OM190	 uncultured_marine
12f2239b1f748cf12532f2cd51cce413	Bacteria	 Actinobacteriota	 Acidimicrobiia	 Microtrichales	 Microtrichaceae	 Sva0996_marine_group	 
a972b322a34296ddd2732983f2df3efd	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Cryomorphaceae	 	 
3e55efdc260cbb8e1aa2ee19ebd98946	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
50a6ce5f0679486e7babe9c4a9aab0e1	Bacteria	 Acidobacteriota	 Vicinamibacteria	 Vicinamibacterales	 uncultured	 uncultured	 uncultured_Acidobacteriaceae
07405b2029f6076f58c558c9be83163e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Methylococcales	 Methylomonadaceae	 IheB2-23	 uncultured_bacterium
12dc64c4bcaef159b96e31854ffee312	Bacteria	 Proteobacteria	 	 	 	 	 
4e36a9b76e7562caf482f11df62840f8	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 marine_metagenome
ee0ce49e5de9591312d714bc7e77120e	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Sva1033	 Sva1033	 Sva1033	 uncultured_bacterium
61130f51b6bcbf8a0951ab51792f7f5b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
d43f711be318aff6b4d49c3804b3d0b2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Oleiphilaceae	 Oleiphilus	 uncultured_bacterium
92f1720367db58c68a96eceb9feb416a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Beijerinckiaceae	 Methylobacterium-Methylorubrum	 
94d26de262080dee53f5ec4477aacb02	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 	 
aab3ea399be845fea000569ede477829	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1	 
f29104b3e645984014054906a0328f30	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 MB11C04_marine_group	 uncultured_Verrucomicrobia
19db4293cb2219cc19187128e2294e0d	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Crocinitomicaceae	 Crocinitomix	 uncultured_Bacteroidetes/Chlorobi
495c1bd1608a1dad54d3e2824ce899ef	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopumilus	 
b132eedc9257cb0e3c151418f8a01480	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 unidentified_archaeon
65b976b2a6c6145909244323d9bd6c5b	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 NS9_marine_group	 NS9_marine_group	 uncultured_marine
301a8349d61418e589db7f1de553e041	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Pedosphaerales	 Pedosphaeraceae	 SCGC_AAA164-E04	 
566d5f937045f1258d97c43948a38a65	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Francisellales	 Francisellaceae	 uncultured	 uncultured_bacterium
75349abeb56ae979e42f47850d90b58c	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 uncultured	 uncultured_bacterium
ba365f6b6f439ab8e39553fb4c5ea360	Bacteria	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 
feb15faf0da3467aba51cee19c39320f	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 FS140-16B-02_marine_group	 uncultured_planctomycete
06d2970b37466c4fe1627fbd3cd61d6f	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 CL500-3	 uncultured_Phycisphaeraceae
64edc344889f4279a1292afbe81dc043	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
5c5e562a80a99f69066954262cb6ab12	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 A714019	 uncultured_Verrucomicrobia
699759d2220cf9ab2b8f4733bda9031c	Bacteria	 Elusimicrobiota	 Elusimicrobia	 Lineage_IV	 Lineage_IV	 Lineage_IV	 Elusimicrobia_bacterium
5e23e473f2dd1ade0f91719b45c934b6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Halieaceae	 	 
de6a6eaf463d67bb3c40443e18c35975	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 uncultured_crenarchaeote
de747df3122d5ce746dff20a616facc0	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 LS-NOB	 uncultured_delta
e0fac606273281bafaa5eaf4f2e112a3	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopumilus	 
d199f904b2e78c7c0d44541fb07f30a9	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_bacterium
3d8aaf474a84821668c539fc1278938c	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 Arctic97B-4_marine_group	 uncultured_organism
d812deedf6f93f60221b4f0c6554e7df	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiomicrospirales	 Thioglobaceae	 SUP05_cluster	 
8e053562d10eb4c3cfa1dcc8a79fb16a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Acetobacter	 
e50fae7e3b96c37b32f120a324ef2b03	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Defluviicoccales	 uncultured	 uncultured	 hydrothermal_vent
69b6e618b8ec979d0e10aa0258efeca1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Parvibaculales	 PS1_clade	 PS1_clade	 
8357991ca59c1d4734bfbdeee0fe71bd	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales	 Cyclobacteriaceae	 uncultured	 
c4020c136a283ea0f7aacd7ed966ccbd	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_Fibrobacteres/Acidobacteria
39a36fc164f44021be62ea6bf8f00b53	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 
6a14f1cde2a1c88a3c8438281b08d68b	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 uncultured_delta
68c20314edcbe69d8571c69b7ffe04e0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_Oceanospirillales
f58151f86dc029c3950c881e36a4a782	Bacteria	 	 	 	 	 	 
5098411d91a1917d31cf9e4453d8f338	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Piscirickettsiales	 Piscirickettsiaceae	 Candidatus_Endoecteinascidia	 uncultured_gamma
9f68e6aad35ab42586377a992b1dbd66	Bacteria	 Actinobacteriota	 Actinobacteria	 Micrococcales	 Micrococcaceae	 Kocuria	 Kocuria_marina
392af675e857738cc22b82af26f336eb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Pseudohongiellaceae	 Pseudohongiella	 
1111bb73192b927241f2edfc0cd0b057	Bacteria	 Planctomycetota	 Planctomycetes	 Pirellulales	 Pirellulaceae	 Blastopirellula	 bacterium_SH1-10
81d654bfe6e998d0b0062238164e6dad	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
ad9480c98df5e0bb6467716fecb99efa	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
509caa8486f9f686daa05752f85019a4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ib	 
9f067525b161816ab7112cdfb27ad9ba	Bacteria	 Acidobacteriota	 Subgroup_21	 Subgroup_21	 Subgroup_21	 Subgroup_21	 uncultured_bacterium
3ab20669f471bd2c6353a4331967ccda	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Lewinella	 uncultured_marine
af4d9fbf8a00a224e250fd0930efd635	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
b23fa363a791f13cbf82e26bd9e23594	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
666215fde3345893db7592224291989f	Bacteria	 Acidobacteriota	 Aminicenantia	 Aminicenantales	 Aminicenantales	 Aminicenantales	 uncultured_Aminicenantes
c6c3ab4e828fb40d6e05967b7aac9338	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	 
ae1c8acafd0f5311b02ff603be1d9aa0	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Rubritaleaceae	 Roseibacillus	 
cd52ca38faffc3b78900b107693840a9	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 CL500-3	 uncultured_Phycisphaeraceae
0312b57baa9b8cc1cb593f199fdbb98f	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
a63d445f3b6e415a951bad4cfed36572	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
365cf9e8424b84332cee898f37ee5885	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Defluviicoccales	 uncultured	 uncultured	 
ff2ad828ec6aa2bf65408798f77bbcaa	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 uncultured_bacterium
ff6343b6cbb7062ef34d3517d89c428a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Mesonia	 Mesonia_algae
7ab2189c839685c1d896152a37c83696	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 
82a20152a1097b5aa1721d4147c7a754	Bacteria	 Hydrogenedentes	 Hydrogenedentia	 Hydrogenedentiales	 Hydrogenedensaceae	 Hydrogenedensaceae	 uncultured_bacterium
c99ad1af329f12422f9382f15cb8a9f0	Bacteria	 Patescibacteria	 Gracilibacteria	 Candidatus_Peregrinibacteria	 Candidatus_Peregrinibacteria	 Candidatus_Peregrinibacteria	 uncultured_bacterium
25918f634c09835e79130f1b6b2961e0	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_delta
74d467d02f7142b09f2512c41ee43329	Bacteria	 	 	 	 	 	 
dfdf884d2587b0aa06949388889a70d9	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
52f2332e5c55b23a1bd658c92649d958	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 PRD18C08	 PRD18C08	 uncultured_bacterium
94ef38739291dad36d9001d78cf76739	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 uncultured	 uncultured_marine
ff9797640cab66ec002eea4e7f72b7e3	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 
f8ccdf35d47e9eb47f688844ed7410a4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 AB1	 AB1	 uncultured_Alphaproteobacteria
1a947b69238d6c13d43ddfd2d1f647c2	Bacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 Margulisbacteria	 uncultured_bacterium
e70d1fc079d9d598f3a83afce93b7095	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
8b66c4ee09a44e1601af214dc7d71c85	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
90b2cef7197d9bc23d3cb3362a6f395d	Bacteria	 Nitrospinota	 Nitrospinia	 Nitrospinales	 Nitrospinaceae	 Nitrospina	 
2c0c62ea09b2efe01bacdcbcf558d2b8	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 
e1ff60499da134b8d1a3bb715061cf6c	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_I	 Clade_Ib	 
22ae1f4cda6b495411c9282fef026402	Bacteria	 Actinobacteriota	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae	 uncultured	 uncultured_Actinomycetales
36602542caa215eaa04c5068fe515205	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 Lewinella	 uncultured_marine
3eecc57414e3ae62d7d6ae84a8cfa5c8	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 uncultured_bacterium
bd40c5bafc119031d3e5ee5cdf58fcfe	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 PRD18C08	 PRD18C08	 uncultured_bacterium
2d10c9494e1469013da82f5f57ee1389	Bacteria	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 NB1-j	 uncultured_marine
0ad44af266958a36aeebcbfbbd048f8a	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 OM27_clade	 uncultured_marine
08d9aea2b17a9615e9cd313df5e35810	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 	 
4ebf60eae6a25de1f7fb819ff212141c	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 
c5e09db0eecbf5db9483cf3278206a7e	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Ulvibacter	 uncultured_marine
ced4f9fd17b0231e359fdd9b3daf6603	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 uncultured_archaeon
49cee6ad9495d3cbb1779d5c5904b0da	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Gammaproteobacteria_Incertae_Sedis	 Unknown_Family	 Unknown_Family	 uncultured_marine
1cbc69a19d2fc83dec808aef8c39b937	Bacteria	 	 	 	 	 	 
3c7400fd4efae7b93c598565f5bc09d2	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Lentimicrobiaceae	 Lentimicrobiaceae	 uncultured_bacterium
89eeba26157182e08e52502d617e39f4	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
ea09bf7afc1a87905f4af5401025cb9e	Bacteria	 Chloroflexi	 Dehalococcoidia	 SAR202_clade	 SAR202_clade	 SAR202_clade	 SAR202_cluster
f936cc0095df2ce79b485df5f7fe631a	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Tenacibaculum	 
892004c528ed395927bd49c0a5900856	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 S25-593	 S25-593	 marine_metagenome
91aa266e144aee3721a5df9ed5eff729	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
a7856c0cf9848e709c692d18b2d0f8fd	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 hydrothermal_vent
a783801fb63552e47043b7f85fd1b58a	Bacteria	 Fibrobacterota	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 uncultured	 uncultured_Fibrobacteres
9a33fa9eccf8d7db5b448ca94c4a1e91	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Candidatus_Megaira	 uncultured_bacterium
11ee325db9c7085e72dc342109d818d2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Cellvibrionales	 Cellvibrionaceae	 Aestuariicella	 uncultured_bacterium
45cf6f564798960e2fcc9f9ff4efe6fa	Bacteria	 Proteobacteria	 Gammaproteobacteria	 	 	 	 
eb9d95eb01cf20ae74498e07f888b4b0	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Aquibacter	 
8b0d611e1167208b2a4c62c5a9f877d3	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopelagicus	 
2b2e7d7b652f898a838625bdab1c805b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinilabiliaceae	 Labilibacter	 
a615961280af48a025d862f925a8f049	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 NS5_marine_group	 
c2b085b992bd3dcd846bc81e7892e0b5	Bacteria	 Gemmatimonadota	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 BD2-11_terrestrial_group	 uncultured_BD2-11
a2177d5bfe82bb4116ac9bbe082a0fe6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Shewanellaceae	 Shewanella	 
b1c3731c66e016418c578baf9bc42e5b	Bacteria	 Bdellovibrionota	 Bdellovibrionia	 Bacteriovoracales	 Bacteriovoracaceae	 Peredibacter	 uncultured_bacterium
0d80b588bf9df2f468204e70af35f77a	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Puniceicoccaceae	 A714019	 uncultured_Verrucomicrobia
1e5977f19918973e1c2fac74115b285f	Bacteria	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 SAR324_clade(Marine_group_B)	 
49a1382401dc09cacc5a7cdb5ab6f1c0	Bacteria	 Desulfobacterota	 Desulfuromonadia	 Bradymonadales	 Bradymonadales	 Bradymonadales	 uncultured_marine
6fbb513312589bd1f7aeaebcc263e486	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_IV	 Clade_IV	 uncultured_bacterium
92f31131900143c430245d6fd56a3094	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Defluviicoccales	 uncultured	 uncultured	 uncultured_organism
c111ab467014027b2e97efa1be47aa8e	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 uncultured_bacterium
1b427a5e2b72aad871c3d165409fc3ba	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 uncultured	 uncultured	 
327a494483a99859abd07e80d8f979c9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 
7c7de256777fbb215ff479f72b44f76c	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 
a322f2a7fd60a8a6f422e4d041d9e22d	Bacteria	 	 	 	 	 	 
d42388fc4cf6030ffcd61d83955333c4	Bacteria	 Planctomycetota	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 CL500-3	 uncultured_bacterium
e3bd4c321c5364d01871ebb503a1dc7e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Alteromonadales	 Colwelliaceae	 Colwellia	 
3f9f49c6bb456d8589809fcfd4fa80d9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 SAR86_clade	 SAR86_clade	 SAR86_clade	 uncultured_bacterium
aacb585934dce2a448ba3dce986db9b4	Archaea	 Thermoplasmatota	 Thermoplasmata	 Marine_Group_II	 Marine_Group_II	 Marine_Group_II	 uncultured_marine
7898dcb9238360ac63f0016462c24819	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 uncultured	 uncultured_Sphingobacterium
c430ea492a2f9b35fb79c084901fdcf6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 SAR11_clade	 Clade_II	 Clade_II	 
d80580014fbd650c390fb8e5cccb4317	Archaea	 Crenarchaeota	 Nitrososphaeria	 Nitrosopumilales	 Nitrosopumilaceae	 Candidatus_Nitrosopumilus	 
b73e1c8e85a67f8a7659b20821fab42f	Unassigned	 	 	 	 	 	 
1fe62778850ddcd224f6bad9afb186cd	Bacteria	 	 	 	 	 	 
14a45f615547c8bff3c9096f93adc89a	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Magnetospiraceae	 uncultured	 uncultured_bacterium
775225d70b3ba7cd64d29ac389305846	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 AEGEAN-169_marine_group	 AEGEAN-169_marine_group	 
f7579eb4d7e31225af1f7d48a7d05599	Bacteria	 Desulfobacterota	 Desulfuromonadia	 PB19	 PB19	 PB19	 uncultured_delta
194384716700dc92ca6da7df0d13d03f	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales	 Flavobacteriaceae	 Polaribacter	 
888d60ea35d16ba66e2a290fabdb71ba	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Piscirickettsiales	 Piscirickettsiaceae	 Piscirickettsia	 Piscirickettsia_litoralis
46b50a46146112d2585961248146a612	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Limimaricola	 Loktanella_sp.
b7f0c0f9907564af64ff2fbf30d1e2c9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Marinilabiliaceae	 Carboxylicivirga	 uncultured_Bacteroidetes
cf60f162ead3bcd67fe5ba2f3ab59f48	Bacteria	 	 	 	 	 	 
1987ede5c0b5a90d5a70e6303cac2936	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Thiotrichales	 Thiotrichaceae	 uncultured	 uncultured_marine
8674dcf0cfe35939037fa9a5b986866f	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium	 
711d59aa7051a7f92ca8324a21f770cc	Bacteria	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 Marinimicrobia_(SAR406_clade)	 marine_metagenome
98f1cc7aa04f8594eb3ecf62248e3562	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
86f1ceca1af01eaa9ed40ad539675f35	Bacteria	 Bdellovibrionota	 Oligoflexia	 Oligoflexales	 uncultured	 uncultured	 uncultured_bacterium
